model_type,normalization_strategy,stopword_removal_strategy,vectorizer,max_features,ngram_range,vocab_size,training_accuracy,test_accuracy,processing_duration,report_training_data,report_test_data
LinearSVC,porter,wo-stopwords-custom,HashingVectorizer,50000,UNIGRAMS,50000,0.779515625,0.8245125348189415,108.63831844800006,"{'0': {'f1-score': 0.7765754981965807, 'precision': 0.7845228574170638, 'recall': 0.7687875405971385, 'support': 159494.0}, '4': {'f1-score': 0.7823793763937683, 'precision': 0.7747350416908464, 'recall': 0.7901760681843669, 'support': 160506.0}, 'accuracy': 0.779515625, 'macro avg': {'f1-score': 0.7794774372951745, 'precision': 0.7796289495539551, 'recall': 0.7794818043907528, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7794866146775737, 'precision': 0.7796134725703381, 'recall': 0.779515625, 'support': 320000.0}}","{'0': {'f1-score': 0.8173913043478261, 'precision': 0.8392857142857143, 'recall': 0.7966101694915254, 'support': 177.0}, '4': {'f1-score': 0.8310991957104558, 'precision': 0.8115183246073299, 'recall': 0.8516483516483516, 'support': 182.0}, 'accuracy': 0.8245125348189415, 'macro avg': {'f1-score': 0.824245250029141, 'precision': 0.8254020194465221, 'recall': 0.8241292605699385, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8243407088826411, 'precision': 0.8252086532231351, 'recall': 0.8245125348189415, 'support': 359.0}}"
LinearSVC,lemmatizer,wo-stopwords-nltk,HashingVectorizer,50000,UNIGRAMS,50000,0.76791875,0.7938718662952646,129.0171735140002,"{'0': {'f1-score': 0.7633333333333333, 'precision': 0.7761655411973611, 'recall': 0.7509185298506527, 'support': 159494.0}, '4': {'f1-score': 0.7723298589822195, 'precision': 0.760238753364636, 'recall': 0.784811782737094, 'support': 160506.0}, 'accuracy': 0.76791875, 'macro avg': {'f1-score': 0.7678315961577764, 'precision': 0.7682021472809986, 'recall': 0.7678651562938733, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7678458219139588, 'precision': 0.768176963047738, 'recall': 0.76791875, 'support': 320000.0}}","{'0': {'f1-score': 0.7885714285714286, 'precision': 0.7976878612716763, 'recall': 0.7796610169491526, 'support': 177.0}, '4': {'f1-score': 0.7989130434782609, 'precision': 0.7903225806451613, 'recall': 0.8076923076923077, 'support': 182.0}, 'accuracy': 0.7938718662952646, 'macro avg': {'f1-score': 0.7937422360248447, 'precision': 0.7940052209584187, 'recall': 0.7936766623207301, 'support': 359.0}, 'weighted avg': {'f1-score': 0.7938142528417446, 'precision': 0.7939539307033595, 'recall': 0.7938718662952646, 'support': 359.0}}"
LinearSVC,none,wo-stopwords-custom,TfidfVectorizer,ALL_FEATURES,UNI_AND_BI_AND_TRIGRAMS,11726922,0.80565625,0.8495821727019499,78.92214066799988,"{'0': {'f1-score': 0.8005106721497629, 'precision': 0.8195491684838294, 'recall': 0.7823366396228071, 'support': 159494.0}, '4': {'f1-score': 0.8105430550732055, 'precision': 0.7930467129265326, 'recall': 0.8288288288288288, 'support': 160506.0}, 'accuracy': 0.80565625, 'macro avg': {'f1-score': 0.8055268636114842, 'precision': 0.806297940705181, 'recall': 0.8055827342258179, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.8055427273169818, 'precision': 0.8062560336973311, 'recall': 0.80565625, 'support': 320000.0}}","{'0': {'f1-score': 0.847457627118644, 'precision': 0.847457627118644, 'recall': 0.847457627118644, 'support': 177.0}, '4': {'f1-score': 0.8516483516483516, 'precision': 0.8516483516483516, 'recall': 0.8516483516483516, 'support': 182.0}, 'accuracy': 0.8495821727019499, 'macro avg': {'f1-score': 0.8495529893834979, 'precision': 0.8495529893834979, 'recall': 0.8495529893834979, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8495821727019499, 'precision': 0.8495821727019499, 'recall': 0.8495821727019499, 'support': 359.0}}"
LinearSVC,lemmatizer,wo-stopwords-custom,TfidfVectorizer,250000,UNI_AND_BIGRAMS,250000,0.7955625,0.8217270194986073,80.72340602200029,"{'0': {'f1-score': 0.7920930528189156, 'precision': 0.803139863114342, 'recall': 0.7813460067463353, 'support': 159494.0}, '4': {'f1-score': 0.7989180549578903, 'precision': 0.7884295715689724, 'recall': 0.8096893574071997, 'support': 160506.0}, 'accuracy': 0.7955625, 'macro avg': {'f1-score': 0.7955055538884029, 'precision': 0.7957847173416572, 'recall': 0.7955176820767675, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7955163459230352, 'precision': 0.7957614566931511, 'recall': 0.7955625, 'support': 320000.0}}","{'0': {'f1-score': 0.8181818181818182, 'precision': 0.8228571428571428, 'recall': 0.8135593220338984, 'support': 177.0}, '4': {'f1-score': 0.825136612021858, 'precision': 0.8206521739130435, 'recall': 0.8296703296703297, 'support': 182.0}, 'accuracy': 0.8217270194986073, 'macro avg': {'f1-score': 0.821659215101838, 'precision': 0.8217546583850932, 'recall': 0.8216148258521141, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8217076468138161, 'precision': 0.8217393034481566, 'recall': 0.8217270194986073, 'support': 359.0}}"
LinearSVC,lemmatizer,wo-stopwords-nltk,TfidfVectorizer,50000,UNI_AND_BIGRAMS,50000,0.78583125,0.8272980501392758,70.83072791299946,"{'0': {'f1-score': 0.7799800956692029, 'precision': 0.7992184004842233, 'recall': 0.7616462061268763, 'support': 159494.0}, '4': {'f1-score': 0.7913792578612523, 'precision': 0.7737196733411109, 'recall': 0.8098638057144282, 'support': 160506.0}, 'accuracy': 0.78583125, 'macro avg': {'f1-score': 0.7856796767652277, 'precision': 0.7864690369126671, 'recall': 0.7857550059206522, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7856977016904437, 'precision': 0.7864287170503721, 'recall': 0.78583125, 'support': 320000.0}}","{'0': {'f1-score': 0.8258426966292135, 'precision': 0.8212290502793296, 'recall': 0.8305084745762712, 'support': 177.0}, '4': {'f1-score': 0.8287292817679558, 'precision': 0.8333333333333334, 'recall': 0.8241758241758241, 'support': 182.0}, 'accuracy': 0.8272980501392758, 'macro avg': {'f1-score': 0.8272859891985846, 'precision': 0.8272811918063314, 'recall': 0.8273421493760477, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8273060907664033, 'precision': 0.827365483471053, 'recall': 0.8272980501392758, 'support': 359.0}}"
LinearSVC,none,wo-stopwords-nltk,TfidfVectorizer,10000,UNI_AND_BI_AND_TRIGRAMS,10000,0.778803125,0.8245125348189415,100.74039912899934,"{'0': {'f1-score': 0.7716920456854592, 'precision': 0.7946445771527644, 'recall': 0.7500282142274944, 'support': 159494.0}, '4': {'f1-score': 0.7854846090669673, 'precision': 0.764730527968087, 'recall': 0.8073966082264837, 'support': 160506.0}, 'accuracy': 0.778803125, 'macro avg': {'f1-score': 0.7785883273762133, 'precision': 0.7796875525604257, 'recall': 0.7787124112269891, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7786101368670603, 'precision': 0.7796402509701524, 'recall': 0.778803125, 'support': 320000.0}}","{'0': {'f1-score': 0.8205128205128205, 'precision': 0.8275862068965517, 'recall': 0.8135593220338984, 'support': 177.0}, '4': {'f1-score': 0.8283378746594006, 'precision': 0.8216216216216217, 'recall': 0.8351648351648352, 'support': 182.0}, 'accuracy': 0.8245125348189415, 'macro avg': {'f1-score': 0.8244253475861105, 'precision': 0.8246039142590866, 'recall': 0.8243620785993668, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8244798396066297, 'precision': 0.8245623781499297, 'recall': 0.8245125348189415, 'support': 359.0}}"
LinearSVC,none,wo-stopwords-nltk,HashingVectorizer,250000,UNI_AND_BIGRAMS,250000,0.762496875,0.7743732590529248,135.54573983000046,"{'0': {'f1-score': 0.7590673493001949, 'precision': 0.7676898512994467, 'recall': 0.7506363875757082, 'support': 159494.0}, '4': {'f1-score': 0.765830136648642, 'precision': 0.757560241147462, 'recall': 0.7742825813365233, 'support': 160506.0}, 'accuracy': 0.762496875, 'macro avg': {'f1-score': 0.7624487429744184, 'precision': 0.7626250462234543, 'recall': 0.7624594844561157, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7624594366319132, 'precision': 0.7626090287774016, 'recall': 0.762496875, 'support': 320000.0}}","{'0': {'f1-score': 0.7652173913043478, 'precision': 0.7857142857142857, 'recall': 0.7457627118644068, 'support': 177.0}, '4': {'f1-score': 0.7828418230563002, 'precision': 0.7643979057591623, 'recall': 0.8021978021978022, 'support': 182.0}, 'accuracy': 0.7743732590529248, 'macro avg': {'f1-score': 0.7740296071803241, 'precision': 0.7750560957367241, 'recall': 0.7739802570311045, 'support': 359.0}, 'weighted avg': {'f1-score': 0.7741523399919671, 'precision': 0.7749076529793764, 'recall': 0.7743732590529248, 'support': 359.0}}"
LinearSVC,porter,wo-stopwords-custom,HashingVectorizer,10000,UNIGRAMS,10000,0.769628125,0.8217270194986073,57.83694025500063,"{'0': {'f1-score': 0.765679085335037, 'precision': 0.7764919768169012, 'recall': 0.7551632036314846, 'support': 159494.0}, '4': {'f1-score': 0.7734462634414385, 'precision': 0.7631711414483858, 'recall': 0.7840018441678193, 'support': 160506.0}, 'accuracy': 0.769628125, 'macro avg': {'f1-score': 0.7695626743882378, 'precision': 0.7698315591326435, 'recall': 0.7695825238996519, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7695749562386185, 'precision': 0.7698104955617171, 'recall': 0.769628125, 'support': 320000.0}}","{'0': {'f1-score': 0.813953488372093, 'precision': 0.8383233532934131, 'recall': 0.7909604519774012, 'support': 177.0}, '4': {'f1-score': 0.8288770053475936, 'precision': 0.8072916666666666, 'recall': 0.8516483516483516, 'support': 182.0}, 'accuracy': 0.8217270194986073, 'macro avg': {'f1-score': 0.8214152468598432, 'precision': 0.8228075099800398, 'recall': 0.8213044018128763, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8215191710727646, 'precision': 0.8225914118837533, 'recall': 0.8217270194986073, 'support': 359.0}}"
LinearSVC,porter,w-stopwords,HashingVectorizer,250000,UNI_AND_BI_AND_TRIGRAMS,250000,0.790034375,0.7715877437325905,260.0004250310003,"{'0': {'f1-score': 0.7878766831362768, 'precision': 0.7934957488346656, 'recall': 0.7823366396228071, 'support': 159494.0}, '4': {'f1-score': 0.7921486133238465, 'precision': 0.786689933578701, 'recall': 0.7976835756918744, 'support': 160506.0}, 'accuracy': 0.790034375, 'macro avg': {'f1-score': 0.7900126482300616, 'precision': 0.7900928412066832, 'recall': 0.7900101076573407, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7900194032196707, 'precision': 0.7900820795113098, 'recall': 0.790034375, 'support': 320000.0}}","{'0': {'f1-score': 0.764367816091954, 'precision': 0.7777777777777778, 'recall': 0.751412429378531, 'support': 177.0}, '4': {'f1-score': 0.7783783783783784, 'precision': 0.7659574468085106, 'recall': 0.7912087912087912, 'support': 182.0}, 'accuracy': 0.7715877437325905, 'macro avg': {'f1-score': 0.7713730972351662, 'precision': 0.7718676122931443, 'recall': 0.7713106102936611, 'support': 359.0}, 'weighted avg': {'f1-score': 0.7714706638249047, 'precision': 0.7717852980106285, 'recall': 0.7715877437325905, 'support': 359.0}}"
LinearSVC,lemmatizer,wo-stopwords-nltk,HashingVectorizer,10000,UNIGRAMS,10000,0.7552625,0.7855153203342619,58.444006149000415,"{'0': {'f1-score': 0.7496435627105857, 'precision': 0.7647269833815972, 'recall': 0.7351436417670885, 'support': 159494.0}, '4': {'f1-score': 0.7606347537456217, 'precision': 0.7465561928532002, 'recall': 0.7752545076196529, 'support': 160506.0}, 'accuracy': 0.7552625, 'macro avg': {'f1-score': 0.7551391582281037, 'precision': 0.7556415881173987, 'recall': 0.7551990746933707, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7551565380489279, 'precision': 0.7556128555548757, 'recall': 0.7552625, 'support': 320000.0}}","{'0': {'f1-score': 0.7701492537313432, 'precision': 0.8164556962025317, 'recall': 0.7288135593220338, 'support': 177.0}, '4': {'f1-score': 0.7989556135770235, 'precision': 0.7611940298507462, 'recall': 0.8406593406593407, 'support': 182.0}, 'accuracy': 0.7855153203342619, 'macro avg': {'f1-score': 0.7845524336541834, 'precision': 0.788824863026639, 'recall': 0.7847364499906873, 'support': 359.0}, 'weighted avg': {'f1-score': 0.7847530350458665, 'precision': 0.7884400324810137, 'recall': 0.7855153203342619, 'support': 359.0}}"
LinearSVC,porter,wo-stopwords-custom,HashingVectorizer,ALL_FEATURES,UNI_AND_BIGRAMS,3500000,0.80099375,0.8356545961002786,39.69613600200046,"{'0': {'f1-score': 0.7975276769192616, 'precision': 0.8090151456511082, 'recall': 0.7863618694120155, 'support': 159494.0}, '4': {'f1-score': 0.8043431506891403, 'precision': 0.7934558591761026, 'recall': 0.8155333756993508, 'support': 160506.0}, 'accuracy': 0.80099375, 'macro avg': {'f1-score': 0.800935413804201, 'precision': 0.8012355024136054, 'recall': 0.8009476225556831, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.8009461907720995, 'precision': 0.8012108992918668, 'recall': 0.80099375, 'support': 320000.0}}","{'0': {'f1-score': 0.8279883381924198, 'precision': 0.8554216867469879, 'recall': 0.8022598870056498, 'support': 177.0}, '4': {'f1-score': 0.8426666666666667, 'precision': 0.8186528497409327, 'recall': 0.8681318681318682, 'support': 182.0}, 'accuracy': 0.8356545961002786, 'macro avg': {'f1-score': 0.8353275024295432, 'precision': 0.8370372682439603, 'recall': 0.8351958775687589, 'support': 359.0}, 'weighted avg': {'f1-score': 0.835429719201648, 'precision': 0.8367812178469821, 'recall': 0.8356545961002786, 'support': 359.0}}"
LinearSVC,lemmatizer,wo-stopwords-nltk,TfidfVectorizer,ALL_FEATURES,UNIGRAMS,394276,0.77291875,0.7799442896935933,113.61710208399927,"{'0': {'f1-score': 0.7673973444642194, 'precision': 0.7839186449545484, 'recall': 0.7515580523405269, 'support': 159494.0}, '4': {'f1-score': 0.7781841048120246, 'precision': 0.7628523550182537, 'recall': 0.7941447671738128, 'support': 160506.0}, 'accuracy': 0.77291875, 'macro avg': {'f1-score': 0.772790724638122, 'precision': 0.773385499986401, 'recall': 0.7728514097571698, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7728077812029219, 'precision': 0.7733521889154392, 'recall': 0.7729187499999999, 'support': 320000.0}}","{'0': {'f1-score': 0.7762039660056658, 'precision': 0.7784090909090909, 'recall': 0.7740112994350282, 'support': 177.0}, '4': {'f1-score': 0.7835616438356164, 'precision': 0.7814207650273224, 'recall': 0.7857142857142857, 'support': 182.0}, 'accuracy': 0.7799442896935933, 'macro avg': {'f1-score': 0.7798828049206411, 'precision': 0.7799149279682067, 'recall': 0.779862792574657, 'support': 359.0}, 'weighted avg': {'f1-score': 0.7799340422314346, 'precision': 0.7799359006291972, 'recall': 0.7799442896935933, 'support': 359.0}}"
LinearSVC,lemmatizer,w-stopwords,HashingVectorizer,ALL_FEATURES,UNI_AND_BI_AND_TRIGRAMS,10000000,0.821690625,0.8356545961002786,61.05188509999971,"{'0': {'f1-score': 0.8190412761841334, 'precision': 0.8286944635190379, 'recall': 0.8096103928674433, 'support': 159494.0}, '4': {'f1-score': 0.824263516947195, 'precision': 0.8150433368457598, 'recall': 0.8336946905411635, 'support': 160506.0}, 'accuracy': 0.821690625, 'macro avg': {'f1-score': 0.8216523965656641, 'precision': 0.8218689001823989, 'recall': 0.8216525417043035, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.8216606542338708, 'precision': 0.8218473143383468, 'recall': 0.821690625, 'support': 320000.0}}","{'0': {'f1-score': 0.8238805970149253, 'precision': 0.8734177215189873, 'recall': 0.7796610169491526, 'support': 177.0}, '4': {'f1-score': 0.8459530026109661, 'precision': 0.8059701492537313, 'recall': 0.8901098901098901, 'support': 182.0}, 'accuracy': 0.8356545961002786, 'macro avg': {'f1-score': 0.8349167998129456, 'precision': 0.8396939353863593, 'recall': 0.8348854535295214, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8350705073728067, 'precision': 0.8392242447716988, 'recall': 0.8356545961002786, 'support': 359.0}}"
LinearSVC,porter,wo-stopwords-nltk,HashingVectorizer,ALL_FEATURES,UNIGRAMS,300000,0.772784375,0.8022284122562674,103.8584894149999,"{'0': {'f1-score': 0.768300260988442, 'precision': 0.7811979548061407, 'recall': 0.7558215356063551, 'support': 159494.0}, '4': {'f1-score': 0.7770982209918668, 'precision': 0.7649483664982769, 'recall': 0.7896402626693083, 'support': 160506.0}, 'accuracy': 0.772784375, 'macro avg': {'f1-score': 0.7726992409901543, 'precision': 0.7730731606522088, 'recall': 0.7727308991378317, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7727131527644098, 'precision': 0.773047465990697, 'recall': 0.772784375, 'support': 320000.0}}","{'0': {'f1-score': 0.7942028985507247, 'precision': 0.8154761904761905, 'recall': 0.7740112994350282, 'support': 177.0}, '4': {'f1-score': 0.8096514745308311, 'precision': 0.7905759162303665, 'recall': 0.8296703296703297, 'support': 182.0}, 'accuracy': 0.8022284122562674, 'macro avg': {'f1-score': 0.8019271865407779, 'precision': 0.8030260533532785, 'recall': 0.801840814552679, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8020347671534527, 'precision': 0.8028526531147979, 'recall': 0.8022284122562674, 'support': 359.0}}"
LinearSVC,lemmatizer,wo-stopwords-nltk,TfidfVectorizer,ALL_FEATURES,UNI_AND_BI_AND_TRIGRAMS,11299599,0.790153125,0.83008356545961,82.93840212399937,"{'0': {'f1-score': 0.7840671938156993, 'precision': 0.8047885297088199, 'recall': 0.7643861211080041, 'support': 159494.0}, '4': {'f1-score': 0.7959054036393035, 'precision': 0.7769964335095808, 'recall': 0.815757666380073, 'support': 160506.0}, 'accuracy': 0.790153125, 'macro avg': {'f1-score': 0.7899862987275015, 'precision': 0.7908924816092003, 'recall': 0.7900718937440385, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.790005017896785, 'precision': 0.7908485353570853, 'recall': 0.790153125, 'support': 320000.0}}","{'0': {'f1-score': 0.8319559228650137, 'precision': 0.8118279569892473, 'recall': 0.8531073446327684, 'support': 177.0}, '4': {'f1-score': 0.828169014084507, 'precision': 0.8497109826589595, 'recall': 0.8076923076923077, 'support': 182.0}, 'accuracy': 0.83008356545961, 'macro avg': {'f1-score': 0.8300624684747604, 'precision': 0.8307694698241034, 'recall': 0.830399826162538, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8300360972436983, 'precision': 0.8310332791950623, 'recall': 0.83008356545961, 'support': 359.0}}"
LinearSVC,none,wo-stopwords-custom,HashingVectorizer,50000,UNI_AND_BIGRAMS,50000,0.77793125,0.8105849582172702,46.144276662000266,"{'0': {'f1-score': 0.7742458128955193, 'precision': 0.7847464612769026, 'recall': 0.7640224710647422, 'support': 159494.0}, '4': {'f1-score': 0.7814982904090719, 'precision': 0.7715064534537817, 'recall': 0.7917523332461092, 'support': 160506.0}, 'accuracy': 0.77793125, 'macro avg': {'f1-score': 0.7778720516522957, 'precision': 0.7781264573653421, 'recall': 0.7778874021554256, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7778835196323639, 'precision': 0.7781055216029719, 'recall': 0.77793125, 'support': 320000.0}}","{'0': {'f1-score': 0.7951807228915663, 'precision': 0.8516129032258064, 'recall': 0.7457627118644068, 'support': 177.0}, '4': {'f1-score': 0.8238341968911918, 'precision': 0.7794117647058824, 'recall': 0.8736263736263736, 'support': 182.0}, 'accuracy': 0.8105849582172702, 'macro avg': {'f1-score': 0.809507459891379, 'precision': 0.8155123339658443, 'recall': 0.8096945427453902, 'support': 359.0}, 'weighted avg': {'f1-score': 0.809706996618396, 'precision': 0.8150095405221123, 'recall': 0.8105849582172702, 'support': 359.0}}"
LinearSVC,porter,wo-stopwords-nltk,HashingVectorizer,10000,UNI_AND_BIGRAMS,10000,0.748825,0.7827298050139275,30.877571529000306,"{'0': {'f1-score': 0.7429349981449972, 'precision': 0.7582618460051967, 'recall': 0.7282154814601176, 'support': 159494.0}, '4': {'f1-score': 0.7544511382938424, 'precision': 0.7401604066512414, 'recall': 0.7693045742838274, 'support': 160506.0}, 'accuracy': 0.748825, 'macro avg': {'f1-score': 0.7486930682194197, 'precision': 0.7492111263282191, 'recall': 0.7487600278719725, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7487112781160302, 'precision': 0.7491825034272406, 'recall': 0.748825, 'support': 320000.0}}","{'0': {'f1-score': 0.7705882352941177, 'precision': 0.803680981595092, 'recall': 0.7401129943502824, 'support': 177.0}, '4': {'f1-score': 0.7936507936507936, 'precision': 0.7653061224489796, 'recall': 0.8241758241758241, 'support': 182.0}, 'accuracy': 0.7827298050139275, 'macro avg': {'f1-score': 0.7821195144724556, 'precision': 0.7844935520220357, 'recall': 0.7821444092630533, 'support': 359.0}, 'weighted avg': {'f1-score': 0.7822801172465272, 'precision': 0.784226317626868, 'recall': 0.7827298050139275, 'support': 359.0}}"
LinearSVC,lemmatizer,wo-stopwords-custom,HashingVectorizer,10000,UNIGRAMS,10000,0.767834375,0.8050139275766016,40.88473916100065,"{'0': {'f1-score': 0.7636848282816073, 'precision': 0.7750424503024785, 'recall': 0.7526552722986445, 'support': 159494.0}, '4': {'f1-score': 0.7718407095409052, 'precision': 0.7610727198948599, 'recall': 0.7829177725443286, 'support': 160506.0}, 'accuracy': 0.767834375, 'macro avg': {'f1-score': 0.7677627689112563, 'precision': 0.7680575850986693, 'recall': 0.7677865224214866, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7677756653984976, 'precision': 0.7680354954624621, 'recall': 0.767834375, 'support': 320000.0}}","{'0': {'f1-score': 0.7916666666666666, 'precision': 0.8364779874213837, 'recall': 0.751412429378531, 'support': 177.0}, '4': {'f1-score': 0.8167539267015707, 'precision': 0.78, 'recall': 0.8571428571428571, 'support': 182.0}, 'accuracy': 0.8050139275766016, 'macro avg': {'f1-score': 0.8042102966841187, 'precision': 0.8082389937106919, 'recall': 0.8042776432606941, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8043849990520497, 'precision': 0.8078456929626322, 'recall': 0.8050139275766016, 'support': 359.0}}"
LinearSVC,none,w-stopwords,HashingVectorizer,10000,UNI_AND_BIGRAMS,10000,0.76733125,0.7465181058495822,44.365212141000484,"{'0': {'f1-score': 0.765078944379236, 'precision': 0.7700745690367001, 'recall': 0.7601477171555043, 'support': 159494.0}, '4': {'f1-score': 0.7695407777929105, 'precision': 0.7646744011515606, 'recall': 0.7744694902371251, 'support': 160506.0}, 'accuracy': 0.76733125, 'macro avg': {'f1-score': 0.7673098610860732, 'precision': 0.7673744850941304, 'recall': 0.7673086036963147, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7673169163601585, 'precision': 0.767365946078662, 'recall': 0.76733125, 'support': 320000.0}}","{'0': {'f1-score': 0.7250755287009063, 'precision': 0.7792207792207793, 'recall': 0.6779661016949152, 'support': 177.0}, '4': {'f1-score': 0.7648578811369509, 'precision': 0.7219512195121951, 'recall': 0.8131868131868132, 'support': 182.0}, 'accuracy': 0.7465181058495822, 'macro avg': {'f1-score': 0.7449667049189286, 'precision': 0.7505859993664872, 'recall': 0.7455764574408642, 'support': 359.0}, 'weighted avg': {'f1-score': 0.7452437407994024, 'precision': 0.7501871862765945, 'recall': 0.7465181058495822, 'support': 359.0}}"
LinearSVC,lemmatizer,w-stopwords,HashingVectorizer,250000,UNI_AND_BIGRAMS,250000,0.80048125,0.8328690807799443,186.77426223099974,"{'0': {'f1-score': 0.7984608197176697, 'precision': 0.8040343806024234, 'recall': 0.7929639986457171, 'support': 159494.0}, '4': {'f1-score': 0.8024615727333482, 'precision': 0.7970461334218387, 'recall': 0.8079511046316026, 'support': 160506.0}, 'accuracy': 0.80048125, 'macro avg': {'f1-score': 0.8004611962255089, 'precision': 0.800540257012131, 'recall': 0.8004575516386598, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.800467522416215, 'precision': 0.8005292068462768, 'recall': 0.80048125, 'support': 320000.0}}","{'0': {'f1-score': 0.8235294117647058, 'precision': 0.8588957055214724, 'recall': 0.7909604519774012, 'support': 177.0}, '4': {'f1-score': 0.8412698412698413, 'precision': 0.8112244897959183, 'recall': 0.8736263736263736, 'support': 182.0}, 'accuracy': 0.8328690807799443, 'macro avg': {'f1-score': 0.8323996265172735, 'precision': 0.8350600976586954, 'recall': 0.8322934128018874, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8325231671127131, 'precision': 0.8347281254043392, 'recall': 0.8328690807799443, 'support': 359.0}}"
LinearSVC,none,wo-stopwords-custom,HashingVectorizer,ALL_FEATURES,UNIGRAMS,300000,0.786453125,0.8133704735376045,150.35753985599968,"{'0': {'f1-score': 0.7831949516325022, 'precision': 0.7927448826888123, 'recall': 0.7738723713744717, 'support': 159494.0}, '4': {'f1-score': 0.7896148197863976, 'precision': 0.780490922259484, 'recall': 0.798954556215967, 'support': 160506.0}, 'accuracy': 0.786453125, 'macro avg': {'f1-score': 0.7864048857094499, 'precision': 0.7866179024741482, 'recall': 0.7864134637952194, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7864150371259683, 'precision': 0.7865985258992193, 'recall': 0.786453125, 'support': 320000.0}}","{'0': {'f1-score': 0.8057971014492754, 'precision': 0.8273809523809523, 'recall': 0.7853107344632768, 'support': 177.0}, '4': {'f1-score': 0.8203753351206434, 'precision': 0.8010471204188482, 'recall': 0.8406593406593407, 'support': 182.0}, 'accuracy': 0.8133704735376045, 'macro avg': {'f1-score': 0.8130862182849594, 'precision': 0.8142140363999002, 'recall': 0.8129850375613088, 'support': 359.0}, 'weighted avg': {'f1-score': 0.813187738018047, 'precision': 0.8140306531689665, 'recall': 0.8133704735376045, 'support': 359.0}}"
LinearSVC,none,w-stopwords,TfidfVectorizer,50000,UNIGRAMS,50000,0.79335625,0.8022284122562674,90.4579898130005,"{'0': {'f1-score': 0.7903238080742742, 'precision': 0.7994906272854412, 'recall': 0.7813648162313316, 'support': 159494.0}, '4': {'f1-score': 0.7963022290129009, 'precision': 0.787530008164658, 'recall': 0.8052720770563094, 'support': 160506.0}, 'accuracy': 0.79335625, 'macro avg': {'f1-score': 0.7933130185435875, 'precision': 0.7935103177250495, 'recall': 0.7933184466438206, 'support': 320000.0}, 'weighted avg': {'f1-score': 0.7933224719216967, 'precision': 0.7934914049960649, 'recall': 0.79335625, 'support': 320000.0}}","{'0': {'f1-score': 0.793002915451895, 'precision': 0.8192771084337349, 'recall': 0.768361581920904, 'support': 177.0}, '4': {'f1-score': 0.8106666666666666, 'precision': 0.7875647668393783, 'recall': 0.8351648351648352, 'support': 182.0}, 'accuracy': 0.8022284122562674, 'macro avg': {'f1-score': 0.8018347910592809, 'precision': 0.8034209376365566, 'recall': 0.8017632085428696, 'support': 359.0}, 'weighted avg': {'f1-score': 0.8019577976833392, 'precision': 0.8032000996031697, 'recall': 0.8022284122562674, 'support': 359.0}}"
